removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
164,117,-1.1780553329577207e-15,4,71,1.3333333333333333,core number
165,116,-1.4738431776987505e-15,4,70,1.0833333333333333,core number
166,115,-1.363886090644976e-15,4,70,1.5,core number
167,114,-1.1640976086691816e-15,4,70,1.5,core number
168,113,-9.822527491957291e-16,4,72,1.25,core number
169,112,-1.0291663358321934e-15,5,72,1.25,core number
170,111,-1.0427613396017427e-15,4,72,1.1666666666666667,core number
171,110,-1.1195145839469035e-15,4,72,1.3636363636363635,core number
172,109,-6.352473973980192e-16,4,71,1.0,core number
173,108,-1.134110293842105e-15,4,71,1.25,core number
174,107,-7.637590005530052e-16,4,70,1.0909090909090908,core number
175,106,-8.833419498099003e-16,4,69,1.1666666666666667,core number
176,105,-6.864714825347489e-16,4,68,1.3636363636363635,core number
177,104,-5.530895919645169e-16,4,68,1.1666666666666667,core number
178,103,-7.852170328212503e-16,4,67,1.1818181818181819,core number
179,102,-8.140710856491473e-16,3,67,1.1818181818181819,core number
180,101,-1.0147483141074046e-15,3,67,1.3636363636363635,core number
181,100,-1.1051686478492049e-15,3,68,1.2727272727272727,core number
182,99,-7.056900676181287e-16,3,68,1.4,core number
183,98,-6.662115321760342e-16,4,68,1.6,core number
184,97,-6.1956730587671735e-16,4,67,1.0,core number
185,96,-6.807830286468584e-16,4,68,1.7,core number
186,95,-6.48111976617225e-16,4,67,1.0909090909090908,core number
187,94,-8.935653968765846e-16,4,67,1.3,core number
188,93,-6.666341632573053e-16,4,67,2.0,core number
189,92,-1.0006395935060297e-15,4,66,1.4,core number
190,91,-8.85418534197731e-16,4,65,2.0,core number
191,90,-1.116373077520528e-15,4,64,1.3333333333333333,core number
192,89,-7.118504261376585e-16,4,63,1.4444444444444444,core number
193,88,-1.4936075151082774e-15,4,62,2.0,core number
194,87,-9.025925369198272e-16,4,61,1.1111111111111112,core number
195,86,-9.515260494731492e-16,5,61,1.2222222222222223,core number
196,85,-9.32958624169892e-16,6,62,1.2,core number
197,84,0.0,6,63,1.3333333333333333,core number
198,83,0.0,6,62,1.2,core number
199,82,0.0,6,61,1.1111111111111112,core number
200,81,0.0,5,61,1.1111111111111112,core number
201,80,0.0,4,61,1.25,core number
202,79,0.0,4,60,1.125,core number
203,78,0.0,4,60,1.125,core number
204,77,0.0,4,60,1.125,core number
205,76,0.0,4,59,1.1111111111111112,core number
206,75,0.0,4,58,1.0,core number
207,74,0.0,3,59,1.1111111111111112,core number
208,73,0.0,3,59,1.25,core number
209,72,0.0,3,58,1.125,core number
210,71,0.0,3,57,1.25,core number
211,70,0.0,3,56,1.1428571428571428,core number
212,69,0.0,3,55,1.1428571428571428,core number
213,68,0.0,3,54,1.0,core number
214,67,0.0,3,54,1.25,core number
215,66,0.0,3,53,1.1428571428571428,core number
216,65,0.0,3,53,1.2857142857142858,core number
217,64,0.0,3,52,1.4285714285714286,core number
218,63,0.0,3,52,1.2857142857142858,core number
219,62,0.0,3,51,1.25,core number
220,61,0.0,3,50,1.1428571428571428,core number
221,60,0.0,3,50,1.3333333333333333,core number
222,59,0.0,3,50,1.1428571428571428,core number
223,58,0.0,2,50,1.1428571428571428,core number
224,57,0.0,2,50,1.1428571428571428,core number
225,56,0.0,2,49,1.3333333333333333,core number
226,55,0.0,2,49,1.1428571428571428,core number
227,54,0.0,2,48,1.1666666666666667,core number
228,53,0.0,1,48,1.1428571428571428,core number
229,52,0.0,1,48,1.1428571428571428,core number
230,51,0.0,1,47,1.1428571428571428,core number
231,50,0.0,1,46,1.2,core number
232,49,0.0,1,45,1.2,core number
233,48,0.0,1,44,1.2,core number
234,47,0.0,1,43,1.2,core number
235,46,0.0,1,42,1.2,core number
236,45,0.0,1,41,1.2,core number
237,44,0.0,1,41,1.2,core number
238,43,0.0,1,40,1.2,core number
239,42,0.0,1,39,1.2,core number
240,41,0.0,1,38,1.2,core number
241,40,0.0,1,37,1.2,core number
242,39,0.0,1,36,1.2,core number
243,38,0.0,1,35,1.25,core number
244,37,0.0,1,34,1.2,core number
245,36,0.0,1,33,1.25,core number
246,35,0.0,1,32,1.2,core number
247,34,0.0,1,31,1.25,core number
248,33,0.0,1,30,1.2,core number
249,32,0.0,1,30,1.2,core number
250,31,0.0,1,29,1.1666666666666667,core number
251,30,0.0,1,28,1.3333333333333333,core number
252,29,0.0,1,27,1.3333333333333333,core number
253,28,0.0,0,27,1.0,core number
254,27,0.0,0,27,1.0,core number
255,26,0.0,0,26,1.0,core number
256,25,0.0,0,25,1.0,core number
257,24,0.0,0,24,1.0,core number
258,23,0.0,0,23,1.0,core number
259,22,0.0,0,22,1.0,core number
260,21,0.0,0,21,1.0,core number
261,20,0.0,0,20,1.0,core number
262,19,0.0,0,19,1.0,core number
263,18,0.0,0,18,1.0,core number
264,17,0.0,0,17,1.0,core number
265,16,0.0,0,16,1.0,core number
266,15,0.0,0,15,1.0,core number
267,14,0.0,0,14,1.0,core number
268,13,0.0,0,13,1.0,core number
269,12,0.0,0,12,1.0,core number
270,11,0.0,0,11,1.0,core number
271,10,0.0,0,10,1.0,core number
272,9,0.0,0,9,1.0,core number
273,8,0.0,0,8,1.0,core number
274,7,0.0,0,7,1.0,core number
275,6,0.0,0,6,1.0,core number
276,5,0.0,0,5,1.0,core number
277,4,0.0,0,4,1.0,core number
278,3,0.0,0,3,1.0,core number
279,2,0.0,0,2,1.0,core number
